Date,Municipality,Region,City,Deaths,Seriously injured,Slightly injured,Speed,Escapists,Climate,Subtype,Subzone,Wind,Moment,Type
25/05/2010,VILAFRANCA DEL PENEDES,Alt Penedes,Barcelona,0,1,0,NA,No,Good weather,Run over,Urban zone,Light wind,Morning,Run over
29/07/2010,CALONGE,Baix Emporda,Girona,1,0,0,30,No,Good weather,Lateral collision/friction,Urban zone,Light wind,Afternoon,Moving vehicles collision
26/03/2010,ARENYS DE MAR,Maresme,Barcelona,0,1,0,100,No,Good weather,On vacation,Urban zone,Light wind,Afternoon,Moving vehicles collision
17/11/2010,XERTA,Baix Ebre,Tarragona,0,1,2,100,No,Good weather,Other roadway exits,Road,Light wind,Afternoon,Unspecified roadway exit
04/09/2010,LLEIDA,Segria,Lleida,1,0,0,100,No,Good weather,Run over,Road,Light wind,Night,Run over
04/10/2010,BADALONA,Barcelones,Barcelona,0,1,0,100,No,Good weather,Run over,Urban zone,Light wind,Morning,Run over
05/09/2010,SANT QUIRZE DEL VALLES,Valles Occidental,Barcelona,0,1,1,120,No,Good weather,Run over,Road,Light wind,Night,Run over
04/07/2010,PAPIOL; EL,Baix Llobregat,Barcelona,0,1,1,NA,No,Good weather,Fall on the road,Road,Light wind,Night,Overturn in roadway
30/04/2010,GUARDIOLA DE BERGUEDA,Bergueda,Barcelona,0,2,2,60,No,Light rain,Onslaught (front-side),Road,Light wind,Morning,Moving vehicles collision
23/04/2010,BARCELONA,Barcelones,Barcelona,0,1,0,100,No,Good weather,Onslaught (front-side),Urban zone,Light wind,Afternoon,Moving vehicles collision
21/01/2010,MORA D'EBRE,Ribera d'Ebre,Tarragona,1,0,0,100,No,Good weather,Collision against an object/obstacle without prior exit from the road,Road,Light wind,Morning,Collision against an object in the roadway
01/07/2010,VILABLAREIX,Girones,Girona,0,1,2,100,No,Good weather,On vacation,Road,Light wind,Morning,Moving vehicles collision
29/10/2010,PERAFORT,Tarragones,Tarragona,1,0,0,40,No,Good weather,Lateral collision/friction,Road,Light wind,Morning,Moving vehicles collision
05/10/2010,VILANOVA DEL VALLES,Valles Oriental,Barcelona,0,1,0,100,No,Good weather,Frontal collision,Crossing,Light wind,Afternoon,Moving vehicles collision
28/05/2010,SANT ANDREU DE LLAVANERES,Maresme,Barcelona,0,1,0,NA,No,Good weather,Onslaught (front-side),Urban zone,Light wind,Afternoon,Moving vehicles collision
26/10/2010,SABADELL,Valles Occidental,Barcelona,0,1,0,100,No,Good weather,Run over,Urban zone,Light wind,Afternoon,Run over
16/01/2010,CALAFELL,Baix Penedes,Tarragona,0,1,0,100,No,Good weather,Fall on the road,Road,Light wind,Night,Overturn in roadway
31/12/2010,VIDRERES,Selva,Girona,0,1,0,50,No,Good weather,Run over,Crossing,Light wind,Afternoon,Run over
01/04/2010,VANDELLOS I L'HOSPITALET DE L'INFANT,Baix Camp,Tarragona,0,1,1,50,No,Good weather,Onslaught (front-side),Road,Light wind,Afternoon,Moving vehicles collision
13/03/2010,VILAFRANCA DEL PENEDES,Alt Penedes,Barcelona,0,1,1,NA,No,Good weather,Lateral collision/friction,Urban zone,Light wind,Morning,Moving vehicles collision
10/12/2010,TARRAGONA,Tarragones,Tarragona,0,2,0,100,No,Good weather,Run over,Urban zone,Light wind,Afternoon,Run over
25/08/2010,VILASSAR DE MAR,Maresme,Barcelona,0,1,0,50,No,Good weather,Collision against an object/obstacle without prior exit from the road,Road,Light wind,Night,Collision against an object in the roadway
01/08/2010,BARCELONA,Barcelones,Barcelona,0,1,0,80,No,Good weather,On vacation,Urban zone,Light wind,Morning,Moving vehicles collision
28/05/2010,LLEIDA,Segria,Lleida,1,0,2,100,No,Good weather,Lateral collision/friction,Road,Light wind,Night,Moving vehicles collision
17/12/2010,TARRAGONA,Tarragones,Tarragona,0,1,0,60,Unspecified,Good weather,Onslaught (front-side),Urban zone,Light wind,Morning,Moving vehicles collision
02/08/2010,ALELLA,Maresme,Barcelona,0,1,0,50,No,Good weather,On vacation,Road,Light wind,Morning,Moving vehicles collision
11/11/2010,BADALONA,Barcelones,Barcelona,1,0,0,100,No,Good weather,Run over,Urban zone,Light wind,Morning,Run over
01/10/2010,VINYOLS I ELS ARCS,Baix Camp,Tarragona,0,1,0,80,No,Good weather,Onslaught (front-side),Road,Light wind,Afternoon,Moving vehicles collision
04/06/2010,VILASSAR DE MAR,Maresme,Barcelona,0,1,0,100,No,Good weather,Run over,Urban zone,Light wind,Morning,Run over
25/08/2010,BARCELONA,Barcelones,Barcelona,0,1,1,100,No,Good weather,Onslaught (front-side),Urban zone,Light wind,Morning,Moving vehicles collision
19/07/2010,FIGUERES,Alt Emporda,Girona,0,1,0,50,No,Good weather,Run over,Urban zone,Light wind,Afternoon,Run over
21/07/2010,VILANOVA I LA GELTRU,Garraf,Barcelona,1,1,0,90,No,Good weather,Frontal collision,Road,Light wind,Afternoon,Moving vehicles collision
25/06/2010,MATARO,Maresme,Barcelona,0,1,0,20,No,Good weather,Run over,Urban zone,Light wind,Morning,Run over
12/01/2010,BANYOLES,Pla de l'Estany,Girona,0,1,0,100,No,Good weather,Onslaught (front-side),Urban zone,Light wind,Morning,Moving vehicles collision
09/09/2010,BARCELONA,Barcelones,Barcelona,0,1,1,100,No,Good weather,Onslaught (front-side),Urban zone,Light wind,Morning,Moving vehicles collision
30/10/2010,ROCA DEL VALLES; LA,Valles Oriental,Barcelona,0,2,0,60,No,Good weather,Frontal collision,Road,Light wind,Morning,Moving vehicles collision
04/04/2010,ARBUCIES,Selva,Girona,0,2,0,100,No,Light rain,Onslaught (front-side),Road,Light wind,Morning,Moving vehicles collision
18/03/2010,CASTELLDEFELS,Baix Llobregat,Barcelona,0,2,0,100,No,Good weather,Onslaught (front-side),Urban zone,Light wind,Morning,Moving vehicles collision
17/03/2010,GIRONA,Girones,Girona,0,1,0,50,No,Good weather,Onslaught (front-side),Urban zone,Light wind,Afternoon,Moving vehicles collision
21/04/2010,BARCELONA,Barcelones,Barcelona,0,1,0,80,No,Good weather,Fall on the road,Road,Light wind,Morning,Overturn in roadway
13/01/2010,REUS,Baix Camp,Tarragona,0,1,0,100,No,Good weather,Run over,Road,Light wind,Morning,Run over
19/01/2010,ARTES,Bages,Barcelona,0,1,0,50,No,Good weather,Run over,Crossing,Light wind,Afternoon,Run over
13/07/2010,REUS,Baix Camp,Tarragona,0,1,0,100,No,Good weather,Run over,Urban zone,Light wind,Afternoon,Run over
25/10/2010,PLA DEL PENEDES; EL,Alt Penedes,Barcelona,0,1,1,60,No,Good weather,Other roadway exits,Road,Light wind,Afternoon,Unspecified roadway exit
16/03/2010,LLEIDA,Segria,Lleida,0,1,0,NA,No,Good weather,Run over,Urban zone,Light wind,Morning,Run over
22/08/2010,OLIUS,Solsones,Lleida,0,1,0,NA,No,Good weather,Other roadway exits,Road,Light wind,Morning,Unspecified roadway exit
28/09/2010,TORREFETA I FLOREJACS,Segarra,Lleida,0,1,0,60,No,Good weather,Collision against an object/obstacle without prior exit from the road,Road,Light wind,Morning,Collision against an object in the roadway
30/09/2010,BARCELONA,Barcelones,Barcelona,0,1,1,100,No,Good weather,Run over,Urban zone,Light wind,Afternoon,Run over
14/11/2010,MACANET DE LA SELVA,Selva,Girona,0,3,1,100,No,Good weather,Frontal collision,Road,Light wind,Morning,Moving vehicles collision
01/02/2010,OLOT,Garrotxa,Girona,0,2,0,20,No,Good weather,Run over,Urban zone,Light wind,Afternoon,Run over
03/06/2010,GUALBA,Valles Oriental,Barcelona,0,1,1,100,No,Good weather,Lateral collision/friction,Road,Light wind,Morning,Moving vehicles collision
27/06/2010,TERRASSA,Valles Occidental,Barcelona,0,1,0,100,No,Good weather,Onslaught (front-side),Urban zone,Light wind,Afternoon,Moving vehicles collision
25/08/2010,AGULLANA,Alt Emporda,Girona,0,1,0,100,No,Good weather,On vacation,Road,Light wind,Afternoon,Moving vehicles collision
13/07/2010,MAIA DE MONTCAL,Garrotxa,Girona,0,1,0,NA,No,Good weather,Frontal collision,Road,Light wind,Afternoon,Moving vehicles collision
10/10/2010,MOLLERUSSA,Pla d'Urgell,Lleida,0,2,0,100,No,Light rain,Onslaught (front-side),Road,Light wind,Night,Moving vehicles collision
02/03/2010,OLIANA,Alt Urgell,Lleida,0,1,1,40,No,Good weather,On vacation,Road,Light wind,Afternoon,Moving vehicles collision
27/12/2010,VALLGORGUINA,Valles Oriental,Barcelona,0,1,1,100,No,Good weather,Other,Road,Light wind,Afternoon,Other
11/09/2010,SABADELL,Valles Occidental,Barcelona,0,1,0,100,No,Good weather,Onslaught (front-side),Road,Light wind,Afternoon,Moving vehicles collision
24/06/2010,MATADEPERA,Valles Occidental,Barcelona,0,1,0,NA,No,Good weather,Collision against an object/obstacle without prior exit from the road,Urban zone,Light wind,Night,Collision against an object in the roadway
25/05/2010,BARCELONA,Barcelones,Barcelona,1,0,1,100,No,Good weather,Run over,Urban zone,Light wind,Afternoon,Run over
19/11/2010,SANT CUGAT DEL VALLES,Valles Occidental,Barcelona,1,1,0,100,No,Good weather,Lateral collision/friction,Urban zone,Light wind,Afternoon,Moving vehicles collision
24/11/2010,GIRONA,Girones,Girona,0,1,0,100,No,Good weather,Onslaught (front-side),Urban zone,Light wind,Afternoon,Moving vehicles collision
27/09/2010,BRUNYOLA,Selva,Girona,1,0,0,100,No,Good weather,Run over,Road,Light wind,Morning,Run over
29/07/2010,SANTA PERPETUA DE MO,Valles Occidental,Barcelona,0,1,0,100,No,Heavy rain,Run over,Urban zone,Strong wind,Afternoon,Run over
29/10/2010,MORA D'EBRE,Ribera d'Ebre,Tarragona,0,1,0,100,No,Good weather,On vacation,Road,Light wind,Morning,Moving vehicles collision
03/07/2010,BARCELONA,Barcelones,Barcelona,0,1,0,100,No,Good weather,Onslaught (front-side),Urban zone,Light wind,Morning,Moving vehicles collision
30/09/2010,BARCELONA,Barcelones,Barcelona,0,1,0,100,No,Good weather,Onslaught (front-side),Urban zone,Light wind,Afternoon,Moving vehicles collision
31/12/2010,RUBI,Valles Occidental,Barcelona,0,1,0,100,No,Good weather,Run over,Road,Light wind,Morning,Run over
29/05/2010,VENDRELL; EL,Baix Penedes,Tarragona,1,1,6,100,No,Good weather,Frontal collision,Road,Light wind,Night,Moving vehicles collision
28/08/2010,BARCELONA,Barcelones,Barcelona,0,1,0,100,No,Good weather,Onslaught (front-side),Urban zone,Light wind,Afternoon,Moving vehicles collision
14/01/2010,RODONYA,Alt Camp,Tarragona,0,1,0,100,No,Good weather,Lateral collision/friction,Road,Light wind,Morning,Moving vehicles collision
07/04/2010,MONT-ROIG DEL CAMP,Baix Camp,Tarragona,3,0,0,100,No,Good weather,Frontal collision,Road,Light wind,Morning,Moving vehicles collision
10/11/2010,BARCELONA,Barcelones,Barcelona,0,1,1,100,No,Good weather,Run over,Urban zone,Light wind,Afternoon,Run over
24/06/2010,VILA-SECA,Tarragones,Tarragona,0,1,0,100,No,Good weather,Fall on the road,Road,Light wind,Morning,Overturn in roadway
28/06/2010,SANT PERE DE RIBES,Garraf,Barcelona,0,1,1,100,No,Good weather,Other roadway exits,Road,Light wind,Morning,Unspecified roadway exit
24/01/2010,BARCELONA,Barcelones,Barcelona,0,1,6,100,No,Good weather,Run over,Urban zone,Light wind,Morning,Run over
05/01/2010,SANT JOAN DE VILATOR,Bages,Barcelona,0,1,0,30,No,Good weather,Lateral collision/friction,Urban zone,Light wind,Afternoon,Moving vehicles collision
18/04/2010,VINAIXA,Garrigues,Lleida,1,2,0,100,No,Good weather,Collision against an object/obstacle without prior exit from the road,Road,Light wind,Afternoon,Collision against an object in the roadway
22/12/2010,SABADELL,Valles Occidental,Barcelona,0,1,0,100,No,Good weather,Run over,Road,Light wind,Morning,Run over
05/06/2010,VIC,Osona,Barcelona,0,1,0,100,No,Good weather,Frontal collision,Urban zone,Light wind,Morning,Moving vehicles collision
25/02/2010,PREMIA DE MAR,Maresme,Barcelona,0,1,0,30,Unspecified,Good weather,Run over,Urban zone,Light wind,Morning,Run over
11/10/2010,JONQUERA; LA,Alt Emporda,Girona,2,0,0,100,No,Good weather,Onslaught (front-side),Road,Light wind,Afternoon,Moving vehicles collision
04/01/2010,VALLS,Alt Camp,Tarragona,1,0,1,100,No,Good weather,Frontal collision,Road,Light wind,Afternoon,Moving vehicles collision
11/12/2010,BARCELONA,Barcelones,Barcelona,0,1,0,100,No,Good weather,Run over,Urban zone,Light wind,Morning,Run over
08/07/2010,GAVA,Baix Llobregat,Barcelona,0,1,0,80,No,Good weather,On vacation,Road,Light wind,Afternoon,Moving vehicles collision
20/02/2010,BARCELONA,Barcelones,Barcelona,0,1,1,100,No,Good weather,Onslaught (front-side),Urban zone,Light wind,Afternoon,Moving vehicles collision
21/01/2010,BARCELONA,Barcelones,Barcelona,1,0,1,100,No,Good weather,Onslaught (front-side),Urban zone,Light wind,Night,Moving vehicles collision
08/06/2010,AVIA,Bergueda,Barcelona,0,1,0,NA,No,Good weather,Run over,Road,Light wind,Night,Run over
29/10/2010,SALAS DE PALLARS,Pallars Jussa,Lleida,1,0,0,100,No,Good weather,Collision against an object/obstacle without prior exit from the road,Road,Light wind,Night,Collision against an object in the roadway
13/08/2010,BADALONA,Barcelones,Barcelona,1,0,0,100,No,Good weather,Run over,Urban zone,Light wind,Afternoon,Run over
09/12/2010,CALDES DE MONTBUI,Valles Oriental,Barcelona,2,0,1,100,No,Good weather,Frontal collision,Road,Light wind,Morning,Moving vehicles collision
08/08/2010,BARCELONA,Barcelones,Barcelona,0,1,2,100,No,Good weather,Onslaught (front-side),Urban zone,Light wind,Afternoon,Moving vehicles collision
25/06/2010,CAMPDEVANOL,Ripolles,Girona,1,0,0,60,No,Good weather,Onslaught (front-side),Road,Light wind,Morning,Moving vehicles collision
14/12/2010,BARCELONA,Barcelones,Barcelona,1,0,1,80,No,Good weather,Run over,Road,Light wind,Night,Run over
14/08/2010,OLOT,Garrotxa,Girona,0,1,0,100,No,Good weather,Onslaught (front-side),Urban zone,Light wind,Night,Moving vehicles collision
01/12/2010,BARCELONA,Barcelones,Barcelona,0,1,0,100,Yes,Good weather,Fall on the road,Urban zone,Light wind,Afternoon,Overturn in roadway
03/11/2010,BARCELONA,Barcelones,Barcelona,0,1,0,100,No,Good weather,On vacation,Urban zone,Light wind,Morning,Moving vehicles collision
21/05/2010,LLORET DE MAR,Selva,Girona,0,1,0,100,No,Good weather,Onslaught (front-side),Urban zone,Light wind,Afternoon,Moving vehicles collision
04/11/2010,BARCELONA,Barcelones,Barcelona,0,1,0,100,No,Good weather,Lateral collision/friction,Urban zone,Light wind,Afternoon,Moving vehicles collision
20/12/2010,SANTA MARIA D'OLO,Moianès,Barcelona,0,1,1,NA,No,Good weather,Lateral collision/friction,Road,Light wind,Afternoon,Moving vehicles collision
31/08/2010,SANT JOAN DESPI,Baix Llobregat,Barcelona,0,1,0,NA,No,Good weather,Frontal collision,Urban zone,Light wind,Morning,Moving vehicles collision
10/12/2010,RIERA DE GAIA; LA,Tarragones,Tarragona,0,1,0,100,No,Good weather,Run over,Urban zone,Light wind,Morning,Run over
17/02/2010,CASTELLGALI,Bages,Barcelona,0,1,3,100,No,Good weather,Onslaught (front-side),Road,Light wind,Night,Moving vehicles collision
22/05/2010,VILANOVA I LA GELTRU,Garraf,Barcelona,0,1,0,100,No,Good weather,Collision against an object/obstacle without prior exit from the road,Road,Light wind,Afternoon,Collision against an object in the roadway
03/11/2010,BARCELONA,Barcelones,Barcelona,0,1,0,100,No,Good weather,Collision against an object/obstacle without prior exit from the road,Urban zone,Light wind,Afternoon,Collision against an object in the roadway
04/07/2010,ALCOVER,Alt Camp,Tarragona,1,1,1,100,No,Good weather,Frontal collision,Road,Light wind,Morning,Moving vehicles collision
19/08/2010,TORTOSA,Baix Ebre,Tarragona,0,1,1,100,No,Light rain,Lateral collision/friction,Urban zone,Light wind,Night,Moving vehicles collision
12/07/2010,LLORET DE MAR,Selva,Girona,0,1,0,100,No,Good weather,Onslaught (front-side),Road,Light wind,Night,Moving vehicles collision
13/10/2010,MATARO,Maresme,Barcelona,0,1,0,NA,No,Good weather,Onslaught (front-side),Urban zone,Light wind,Morning,Moving vehicles collision
16/11/2010,SANT ADRIA DE BESOS,Barcelones,Barcelona,0,1,0,NA,No,Good weather,Onslaught (front-side),Urban zone,Light wind,Morning,Moving vehicles collision
18/02/2010,CAMPDEVANOL,Ripolles,Girona,1,0,0,50,No,Good weather,Run over,Crossing,Light wind,Afternoon,Run over
16/09/2010,AMPOSTA,Montsia,Tarragona,1,0,0,100,No,Good weather,Run over,Urban zone,Light wind,Afternoon,Run over
05/05/2010,LLEIDA,Segria,Lleida,0,1,0,100,No,Good weather,Onslaught (front-side),Urban zone,Light wind,Night,Moving vehicles collision
19/09/2010,ARGENTONA,Maresme,Barcelona,0,1,0,120,No,Good weather,Collision against an object/obstacle without prior exit from the road,Road,Light wind,Afternoon,Collision against an object in the roadway
05/09/2010,TERRASSA,Valles Occidental,Barcelona,0,1,0,100,No,Good weather,Lateral collision/friction,Road,Light wind,Night,Moving vehicles collision
29/09/2010,MANLLEU,Osona,Barcelona,0,1,0,100,No,Good weather,Run over,Urban zone,Light wind,Afternoon,Run over
09/08/2010,BARCELONA,Barcelones,Barcelona,0,1,0,100,No,Good weather,Onslaught (front-side),Urban zone,Light wind,Morning,Moving vehicles collision
18/07/2010,ALTAFULLA,Tarragones,Tarragona,0,1,1,30,No,Good weather,Fall on the road,Crossing,Light wind,Morning,Overturn in roadway
08/11/2010,TORTOSA,Baix Ebre,Tarragona,0,1,1,100,No,Good weather,Frontal collision,Road,Light wind,Afternoon,Moving vehicles collision
27/07/2010,PAPIOL; EL,Baix Llobregat,Barcelona,0,1,2,100,No,Good weather,Lateral collision/friction,Road,Light wind,Morning,Moving vehicles collision
13/01/2010,BADALONA,Barcelones,Barcelona,0,1,0,100,No,Good weather,Onslaught (front-side),Urban zone,Light wind,Afternoon,Moving vehicles collision
19/10/2010,SITGES,Garraf,Barcelona,0,1,0,60,No,Good weather,On vacation,Road,Moderate wind,Afternoon,Moving vehicles collision
31/12/2010,SABADELL,Valles Occidental,Barcelona,0,1,0,100,No,Light rain,Run over,Urban zone,Light wind,Night,Run over
04/05/2010,RUBI,Valles Occidental,Barcelona,0,1,0,100,No,Light rain,Run over,Road,Light wind,Afternoon,Run over
17/06/2010,POLINYA,Valles Occidental,Barcelona,0,1,2,60,No,Good weather,Onslaught (front-side),Road,Light wind,Morning,Moving vehicles collision
27/08/2010,LLORET DE MAR,Selva,Girona,0,1,0,100,No,Good weather,Run over,Urban zone,Light wind,Morning,Run over
25/08/2010,LLEIDA,Segria,Lleida,0,1,0,100,No,Good weather,Run over,Urban zone,Light wind,Afternoon,Run over
18/02/2010,HOSPITALET DE LLOBREGAT,Barcelones,Barcelona,0,1,0,NA,Yes,Good weather,Lateral collision/friction,Urban zone,Light wind,Morning,Moving vehicles collision
13/12/2010,GAVA,Baix Llobregat,Barcelona,0,1,0,30,No,Good weather,Run over,Urban zone,Light wind,Afternoon,Run over
14/08/2010,PRAT DE LLOBREGAT; E,Baix Llobregat,Barcelona,0,2,0,100,No,Good weather,Onslaught (front-side),Urban zone,Light wind,Morning,Moving vehicles collision
07/03/2010,VIC,Osona,Barcelona,0,1,0,100,No,Good weather,Run over,Urban zone,Light wind,Morning,Run over
31/05/2010,VILANOVA I LA GELTRU,Garraf,Barcelona,0,1,0,100,No,Good weather,Onslaught (front-side),Urban zone,Light wind,Morning,Moving vehicles collision
28/08/2010,SANT BOI DE LLOBREGAT,Baix Llobregat,Barcelona,0,1,0,100,No,Good weather,Onslaught (front-side),Urban zone,Light wind,Morning,Moving vehicles collision
